Source,Category,Headline,Link,Description,Date,Author
Lusaka Times,Sports,Chiyangi tells impressive Nkana to remain focused,https://www.lusakatimes.com/2016/04/03/chiyangi-tells-impressive-nkana-remain-focused/,Nkana coach Aggrey Chiyangi is urging his team to remain focused after winning their opening three matches of the 2016 FAZ Super Division season. Nkana on Saturday continued to cause a storm and dominate after three rounds played in the Super Division season after coming from behind to flatten Mufulira Blackpool 3-1 in Kitwe. &#8220;It [&#8230;],"Sun, 03 Apr 2016 16:29:50 +0000",sports
Lusaka Times,Sports,"Joy for Nkana, pain for Power",https://www.lusakatimes.com/2016/04/02/joy-nkana-pain-power/,"Nkana continued to cause a storm and dominate after three rounds played in the 2016 FAZ Super Division season while their Kitwe foes Power Dynamos early free-fall continued. Nkana and Power were in action at Arthur Davies Stadium against Mufulira Blackpool and Zesco United respectively where they enjoyed contrasting fortunes. In the lunchtime kickoff, Nkana [&#8230;]","Sat, 02 Apr 2016 18:15:52 +0000",sports
Lusaka Times,Sports,"Power brace for Zesco showdown, as Nkana face Blackpool",https://www.lusakatimes.com/2016/04/01/power-brace-zesco-showdown-nkana-face-blackpoo/,Power Dynamos defender Billy Mutale has warned that the Kitwe giants must be at their best if they are to beat champions Zesco United in Saturday&#8217;s FAZ Super Division Week 3 showdown at Arthur Davies Stadium. Power face Zesco in the big Copperbelt derby just a week after losing 2-1 away at Nchanga Rangers &#8211; [&#8230;],"Fri, 01 Apr 2016 09:30:55 +0000",sports
Lusaka Times,General News,Bailiffs pounce on Lawyer for failing to pay his client,https://www.lusakatimes.com/2016/03/31/bailiffs-pounce-lawyer-failing-pay-client/,Court bailiffs in Kalulushi have auctioned 36 herds of cattle belonging to a lawyer after he defaulted to pay K500 million. This was when Lakeni Moono of Nkana Chambers failed to account for K500 Million due to be given to a Mr. Edson Mwanza as compensation to him from the National Pension Scheme Authority (NAPSA). [&#8230;],"Thu, 31 Mar 2016 17:12:58 +0000",editor
Lusaka Times,Headlines,Phone -tapping a cabinet minister is tantamount to treason- ZANASU,https://www.lusakatimes.com/2016/03/31/phone-tapping-cabinet-minister-tantamount-treason-zanasu/,"As the Zambia National Students Union (ZANASU), the students unions&#8217; mother-body in zambia, we wish to comment strongly on the voice byte circulating on social media where Hon. Chishimba Kambwili&#8217; and Kitwe District Commissioner Chanda Kabwe&#8217;s conversation was illegally tapped into by unknown persons. We feel this has not received the necessary attention it deserved [&#8230;]","Thu, 31 Mar 2016 14:07:38 +0000",editor
Lusaka Times,General News,Government  sets up committee to assess CBU’s readiness to open,https://www.lusakatimes.com/2016/03/30/government-sets-committee-assess-cbus-readiness-open/,"Government says a Committee has been appointed to assess the fulfilment of conditions set for the re-opening of the Copperbelt University. The Committee which was set up on Tuesday is expected to finish the assignment by 7th April, 2016. The Committee comprises Ministry of Higher Education Permanent Secretary, Mr. Owne M’gemezulu, Secretary to the Bursaries [&#8230;]","Wed, 30 Mar 2016 19:16:56 +0000",editor
Lusaka Times,Headlines,Mosi Lager Zambian Music Awards Nominations Hit Record Levels,https://www.lusakatimes.com/2016/03/29/mosi-lager-zambian-music-awards-nominations-hit-record-levels/,"MUSIC fans have come out loud and clear in their enthusiasm for this year’s Mosi Lager Zambian Music Awards, with record numbers of nominations for the prestigious event. The highlight of the music industry calendar had attracted 101,741 nominations from the public by the time submissions closed last week – more than double the number [&#8230;]","Tue, 29 Mar 2016 10:23:31 +0000",Entertainment Editor
Lusaka Times,General News,"Copperbelt is still a stronghold of the ruling party, UPND is telling lies-Kainga",https://www.lusakatimes.com/2016/03/28/copperbelt-still-stronghold-ruling-party-upnd-not-taken/,"THE Patriotic Front (PF) on the Copperbelt has said the province is still a stronghold of the ruling party as opposed to reports that the opposition United Party for National Development (UPND) has now taken over. Copperbelt PF chairperson, Stephen Kainga said information suggesting that UPND is gaining ground on the Copperbelt is false, as [&#8230;]","Mon, 28 Mar 2016 04:50:57 +0000",editor
Lusaka Times,Sports,Nkana’s perfect start elates Simon Bwalya,https://www.lusakatimes.com/2016/03/27/nkanas-perfect-start-elates-simon-bwalya/,Nkana winger Simon Bwalya is elated by his club&#8217;s perfect start to the 2016 FAZ Super Division season. Nkana are the early pace setters with six points from the first two matches in which they thumped Green Eagles 3-1 in Kitwe and Nkwazi 2-1 in Lusaka. &#8220;It is a good start for us but we [&#8230;],"Sun, 27 Mar 2016 20:31:15 +0000",sports
Lusaka Times,Sports,"Nkana triumph, Power tumbles, Mighty win",https://www.lusakatimes.com/2016/03/26/nkana-triumph-power-tumble-mighty-win/,Nkana won again to stay top of the table to leave archrivals Power Dynamos trailing when the latter suffered a big defeat on the road. Nkana were 3-1 winners at home over winless Green Eagles in Kitwe while Power tumbled 2-1 away at Nchanga Rangers. A Walter Bwalya brace in the 27th and 49th minutes [&#8230;],"Sat, 26 Mar 2016 17:35:40 +0000",sports
Lusaka Times,General News,Chanda Kabwe calls on Police to arrest anyone in  military regalia in Kitwe,https://www.lusakatimes.com/2016/03/26/chanda-kabwe-calls-police-arrest-anyone-military/,Kitwe District Commissioner Chanda Kabwe has asked the police in the district to arrest anyone wearing military regalia. Mr. Kabwe says he has observed with concern a growing trend of people from a named opposition political party wearing military regalia. He said criminals in Kitwe are taking advantage of this situation and are terrorizing residents [&#8230;],"Sat, 26 Mar 2016 12:03:48 +0000",editor
Lusaka Times,Sports,"Nkana, Power, GBFC out to maintain perfect start",https://www.lusakatimes.com/2016/03/26/nkana-power-gbfc-maintain-perfect-start/,"Nkana, Power Dynamos, Green Buffaloes, Lusaka Dynamos and Lusaka Tigers play their respective Week 2 matches of the Super Division with the hope of maintaining a perfect start to the new season. The quadruple share the early lead in the league after winning their respective openers a fortnight ago. Power defeated Napa Stars 2-1 in [&#8230;]","Sat, 26 Mar 2016 05:22:17 +0000",sports
Lusaka Times,Headlines,Felix Mutati vows to remain in MMD,https://www.lusakatimes.com/2016/03/25/felix-mutati-vows-to-remain-in-mmd/,"LUNTE MMD Member of Parliament (MP) Felix Mutati has vowed to stick to the former ruling party because of his strong conviction that he has what it takes to help in its rebuilding process. Mr Mutati, who has urged all members to remain united, said he believed that the party was still strong and would [&#8230;]","Fri, 25 Mar 2016 04:42:08 +0000",editor
Lusaka Times,Economy,CBU Lecturer calls for establishment of anti economic Crisis committee to tackle failed economy,https://www.lusakatimes.com/2016/03/24/cbu-lecturer-calls-establishment-anti-economic-crisis-committee-tackle-failed-economy/,&#160; A Copperbelt University Lecturer says the country&#8217;s economic challenges can only be resolved by understanding what has caused the current economic crisis in the country.. Lubinda Habazoka who is the head of the economics department at CBU said there has been a number of inconstancies in the governance of the country which has contributed [&#8230;],"Thu, 24 Mar 2016 11:06:20 +0000",editor
Lusaka Times,Headlines,Jobless hubby deserted,https://www.lusakatimes.com/2016/03/23/jobless-hubby-deserted/,A KITWE Local Court heard how a married woman of Kitwe’s Chimwemwe township deserted her husband after he lost his job and got married to another man. This is in a case in which Morgan Mulenga sued Justine Ndandala for compensation arising from adultery. Mulenga told senior local court magistrate Elizabeth Banda that his wife [&#8230;],"Wed, 23 Mar 2016 13:34:20 +0000",Entertainment Editor
Lusaka Times,General News,"US donates over 1,200 books to Kitwe College",https://www.lusakatimes.com/2016/03/23/us-donates-1200-books-kitwe-college/,"Government has handed over 1,248 textbooks to Kitwe Community Development Staff Training College donated by the United States of America’s Books for Africa. Speaking at the handover ceremony in Lusaka today Minister of Community Development and Social Welfare Emerine Kabanshi said the books will help government to provide literacy to the masses especially those who [&#8230;]","Wed, 23 Mar 2016 05:24:06 +0000",editor
Lusaka Times,Sports,Kamanga has liberated the football family – Kasoka,https://www.lusakatimes.com/2016/03/22/kamanga-has-liberated-the-football-family-kasoka/,"THE election of Andrew Kamanga as Football Association of Zambia (FAZ) president has liberated many people in the football family including journalists, a Livingstone based sports administrator Patrick Kasoka has said. Kasoka, who is PK Sports Academy Executive Director, said he was among many sports administrators and other citizens including journalists who were excited and [&#8230;]","Tue, 22 Mar 2016 04:26:24 +0000",editor
Lusaka Times,General News,Allow others to Campaign in Southern Province-Kambwili,https://www.lusakatimes.com/2016/03/20/allow-others-campaign-southern-province-kambwili/,CHIEF Government spokesperson Chishimba Kambwili has called on the people of Southern Province to redeem themselves from a tribal tag by allowing other political parties to conduct their campaigns in the region without being harassed ahead of the August 11 general elections. Mr Kambwili said in Kitwe yesterday that Southern Province should not be restricted [&#8230;],"Sun, 20 Mar 2016 04:13:30 +0000",editor
Lusaka Times,Headlines,"Kambwili holds PF rally in Kitwe, says opposition telling lies on Mealie meal",https://www.lusakatimes.com/2016/03/19/kambwili-hold-pf-rally-kitwe-says-opposition-telling-lies-mealie-meal/,"Chief Government Spokesperson Chishimba Kambwili has cautioned voters against being hoodwinked by the opposition that mealie meal prices will drastically reduce if ushered into office. Mr. Kambwili wondered how that would be done when a known opposition leader, who owns hammer mills and a milling plant, is currently selling the staple food at exorbitant prices. [&#8230;]","Sat, 19 Mar 2016 18:06:27 +0000",editor
Lusaka Times,Sports,"Nkana, Power win practice matches",https://www.lusakatimes.com/2016/03/19/nkana-power-win-practice-matches/,"to me Nkana on Saturday morning beat FAZ Division One North side Kalulushi Modern Stars 3-0 in a practice match played at Independence Stadium in Kalulushi. Nkana were warming up for their next Super Division match against Green Eagles to be played on March 26 at Nkana Stadium in Kitwe. Strikers Shadreck Musonda, Simon Bwalya [&#8230;]","Sat, 19 Mar 2016 15:07:12 +0000",sports
Lusaka Times,General News,Police in Kitwe impound truck carrying mealie meal,https://www.lusakatimes.com/2016/03/19/police-kitwe-impound-truck-carrying-mealie-meal/,Police in Kitwe have impounded a truck loaded with 576 by 25kg bags of mealie meal suspected to be destined for resale in the Democratic Republic of Congo. The truck was intercepted along the Kitwe-Chingola road near Nakadoli market in Kitwe. The Driver of the truck however said the truck was destined for Mbala district [&#8230;],"Sat, 19 Mar 2016 05:20:53 +0000",editor
Lusaka Times,Sports,FAZ heads to the ballot in Kitwe,https://www.lusakatimes.com/2016/03/18/faz-heads-ballot-kitwe/,All is set for the 2016 Elective FAZ Annual General Meeting to be held on Saturday at Moba Hotel in Kitwe. Incumbent FAZ president Kalusha Bwalya is being challenged by business executive Andrew Kamanga and ex-committee member Henchel Chitembeya for the top position. Prior to the indaba a stakeholders meeting comprising candidates and their Election [&#8230;],"Fri, 18 Mar 2016 12:38:29 +0000",sports
